direction_key,winner,winner_mean,margin,bicleaner_ai_rank,m_prometheus_7b_rank,metricx24_rank,qwen3_14b_rank,qwen3_4b_instruct_2507_rank,qwen3_8b_rank,shaomutan_remedy_9b_22_rank,wmt23_cometkiwi_da_xl_rank,xcomet_xl_rank,bicleaner_ai_mean,m_prometheus_7b_mean,metricx24_mean,qwen3_14b_mean,qwen3_4b_instruct_2507_mean,qwen3_8b_mean,shaomutan_remedy_9b_22_mean,wmt23_cometkiwi_da_xl_mean,xcomet_xl_mean
tsn_Latn->scn_Latn,metricx24,0.705509644,0.19099,9,5,1,4,2,3,7,8,6,0.059455,0.401075,0.70551,0.414739,0.51452,0.457068,0.183667,0.167497,0.212763
tsn_Latn->shn_Mymr,metricx24,0.63086382,0.249617,8,9,1,4,3,5,6,2,7,0.134831,0.107656,0.630864,0.301961,0.362115,0.294485,0.166362,0.381246,0.145589
tsn_Latn->sin_Sinh,shaomutan_remedy-9b-22,0.792699808,0.028222,9,6,2,4,3,5,1,7,8,0.069364,0.486839,0.764478,0.539049,0.579462,0.537193,0.7927,0.382309,0.217975
tsn_Latn->slk_Latn,shaomutan_remedy-9b-22,0.862395091,0.165571,9,6,3,5,4,2,1,7,8,0.17301,0.516735,0.696286,0.604032,0.692484,0.696824,0.862395,0.315166,0.216468
tsn_Latn->slv_Latn,shaomutan_remedy-9b-22,0.849366977,0.080002,9,6,2,5,4,3,1,7,8,0.151973,0.425401,0.769365,0.583176,0.629557,0.707641,0.849367,0.306589,0.224688
tsn_Latn->smo_Latn,metricx24,0.578414394,0.041937,5,6,1,9,3,8,2,4,7,0.272298,0.22549,0.578414,0.166526,0.35214,0.20771,0.536478,0.277114,0.21262
tsn_Latn->sna_Latn,shaomutan_remedy-9b-22,0.735030187,0.10823,9,4,2,8,3,5,1,6,7,0.065387,0.294764,0.6268,0.204903,0.365331,0.283166,0.73503,0.237108,0.228493
tsn_Latn->snd_Arab,metricx24,0.681819465,0.024107,9,3,1,4,6,5,2,7,8,0.11652,0.517571,0.681819,0.517252,0.512583,0.51435,0.657712,0.343529,0.211747
tsn_Latn->som_Latn,shaomutan_remedy-9b-22,0.732492223,0.127852,9,7,2,8,3,6,1,4,5,0.081423,0.186003,0.60464,0.16559,0.342922,0.214505,0.732492,0.28689,0.219434
tsn_Latn->sot_Latn,shaomutan_remedy-9b-22,0.82100352,0.024119,9,2,3,5,6,4,1,7,8,0.239108,0.796884,0.673585,0.410373,0.400513,0.437556,0.821004,0.323795,0.254994
tsn_Latn->spa_Latn,shaomutan_remedy-9b-22,0.837416855,0.037401,9,6,2,5,3,4,1,7,8,0.13975,0.529338,0.800016,0.65991,0.781558,0.768069,0.837417,0.314614,0.2298
tsn_Latn->srd_Latn,metricx24,0.705866072,0.194781,9,6,1,4,2,5,3,8,7,0.098467,0.243464,0.705866,0.469846,0.511085,0.46676,0.502134,0.155078,0.209731
tsn_Latn->srp_Cyrl,shaomutan_remedy-9b-22,0.869433407,0.041741,9,6,2,5,3,4,1,7,8,0.174546,0.514624,0.827692,0.637322,0.751593,0.733713,0.869433,0.349562,0.218551
tsn_Latn->ssw_Latn,shaomutan_remedy-9b-22,0.727911848,0.167846,9,3,2,8,4,5,1,6,7,0.063561,0.523858,0.560066,0.198875,0.394485,0.304405,0.727912,0.232015,0.228689
tsn_Latn->sun_Latn,metricx24,0.718239346,0.044334,9,3,1,5,4,6,2,7,8,0.109633,0.570702,0.718239,0.525361,0.556585,0.498328,0.673906,0.279605,0.222121
tsn_Latn->swe_Latn,shaomutan_remedy-9b-22,0.860580273,0.055661,9,6,2,5,4,3,1,7,8,0.152719,0.466849,0.804919,0.619706,0.682673,0.744321,0.86058,0.354234,0.240029
tsn_Latn->swh_Latn,shaomutan_remedy-9b-22,0.79269679,0.097611,9,6,2,5,4,3,1,7,8,0.087744,0.341224,0.695085,0.443902,0.465177,0.466929,0.792697,0.272247,0.221783
tsn_Latn->szl_Latn,qwen3-4b-instruct-2507,0.537939273,0.058377,9,5,3,4,1,2,7,8,6,0.10561,0.335241,0.438176,0.422031,0.537939,0.479562,0.196498,0.155568,0.20522
tsn_Latn->tam_Taml,shaomutan_remedy-9b-22,0.811605075,0.073542,9,6,2,5,3,4,1,7,8,0.075008,0.343454,0.738063,0.576426,0.706307,0.599647,0.811605,0.334976,0.205022
tsn_Latn->taq_Latn,qwen3-4b-instruct-2507,0.287152812,0.007218,9,6,2,8,1,5,7,4,3,0.060026,0.140617,0.279934,0.095296,0.287153,0.148382,0.118083,0.188603,0.21531
tsn_Latn->taq_Tfng,metricx24,0.341613904,0.123714,8,4,1,9,2,6,5,7,3,0.025244,0.16213,0.341614,0.005814,0.217899,0.099681,0.126089,0.042318,0.199384
tsn_Latn->tat_Cyrl,shaomutan_remedy-9b-22,0.753260573,0.076568,9,6,2,5,3,4,1,8,7,0.102676,0.54121,0.676693,0.552011,0.592942,0.574963,0.753261,0.174181,0.209263
tsn_Latn->tel_Telu,shaomutan_remedy-9b-22,0.794070336,0.092529,9,7,2,5,3,4,1,6,8,0.090757,0.232668,0.701541,0.569248,0.688746,0.593211,0.79407,0.399807,0.213337
tsn_Latn->tgk_Cyrl,shaomutan_remedy-9b-22,0.775133621,0.040052,9,5,2,4,6,3,1,8,7,0.13294,0.527068,0.735082,0.530343,0.511558,0.532768,0.775134,0.195304,0.21022
tsn_Latn->tgl_Latn,shaomutan_remedy-9b-22,0.799762828,0.0039,9,6,2,5,4,3,1,7,8,0.119903,0.423519,0.795863,0.56888,0.649995,0.661399,0.799763,0.304703,0.219522
tsn_Latn->tha_Thai,shaomutan_remedy-9b-22,0.843429882,0.062917,9,6,3,5,2,4,1,7,8,0.108054,0.649985,0.77118,0.682718,0.780513,0.708094,0.84343,0.377068,0.269142
tsn_Latn->tir_Ethi,shaomutan_remedy-9b-22,0.641532385,0.004467,9,4,2,8,3,6,1,5,7,0.119479,0.333838,0.637066,0.223201,0.367909,0.291568,0.641532,0.308248,0.227874
tsn_Latn->tpi_Latn,metricx24,0.569019582,0.106406,9,5,1,4,3,2,7,8,6,0.050549,0.313823,0.56902,0.427237,0.42879,0.462613,0.200627,0.169656,0.208769
tsn_Latn->tso_Latn,shaomutan_remedy-9b-22,0.711078247,0.151409,9,4,2,8,3,5,1,6,7,0.10944,0.299846,0.559669,0.195411,0.34445,0.276595,0.711078,0.244995,0.225155
tsn_Latn->tuk_Latn,shaomutan_remedy-9b-22,0.733365221,0.282963,9,6,2,5,3,4,1,8,7,0.044438,0.254729,0.450402,0.262882,0.379169,0.316302,0.733365,0.150014,0.21095
tsn_Latn->tum_Latn,metricx24,0.630643897,0.2804,9,3,1,8,2,4,7,6,5,0.069738,0.293713,0.630644,0.151613,0.350244,0.247591,0.17005,0.198935,0.215407
tsn_Latn->tur_Latn,shaomutan_remedy-9b-22,0.844529695,0.177828,9,6,2,5,3,4,1,7,8,0.221183,0.386884,0.666702,0.575445,0.662469,0.660687,0.84453,0.343247,0.221587
tsn_Latn->twi_Latn,shaomutan_remedy-9b-22,0.544272161,0.101996,9,6,2,8,3,5,1,4,7,0.067666,0.243584,0.442276,0.162409,0.365351,0.249159,0.544272,0.260049,0.206821
tsn_Latn->tzm_Tfng,m-prometheus-7b,0.403404679,0.021553,9,1,2,7,3,5,6,8,4,0.015226,0.403405,0.381852,0.070239,0.316471,0.176625,0.122699,0.061256,0.200888
tsn_Latn->uig_Arab,shaomutan_remedy-9b-22,0.725163817,0.195549,9,7,2,6,4,5,1,3,8,0.126701,0.254998,0.529615,0.321513,0.385993,0.345102,0.725164,0.395631,0.215959
tsn_Latn->ukr_Cyrl,shaomutan_remedy-9b-22,0.874763742,0.11146,8,5,2,6,3,4,1,7,9,0.239719,0.738716,0.763303,0.680582,0.754107,0.740025,0.874764,0.32326,0.222919
tsn_Latn->umb_Latn,qwen3-4b-instruct-2507,0.35939771,0.072718,9,2,3,8,1,6,7,4,5,0.123528,0.28668,0.256858,0.127302,0.359398,0.191981,0.156622,0.226493,0.22384
tsn_Latn->urd_Arab,shaomutan_remedy-9b-22,0.780212185,0.036992,9,6,2,5,4,3,1,7,8,0.130879,0.388163,0.74322,0.562708,0.591215,0.592693,0.780212,0.322307,0.224349
tsn_Latn->uzn_Latn,metricx24,0.657996379,0.076299,9,6,1,4,3,2,7,5,8,0.145631,0.223883,0.657996,0.537377,0.55997,0.581697,0.219957,0.338657,0.211713
tsn_Latn->vec_Latn,qwen3-4b-instruct-2507,0.58554007,0.016789,9,5,3,4,1,2,6,8,7,0.072444,0.238128,0.549262,0.488785,0.58554,0.568751,0.218413,0.171248,0.212761
tsn_Latn->vie_Latn,shaomutan_remedy-9b-22,0.833250515,0.046121,9,6,2,5,3,4,1,7,8,0.199833,0.549079,0.78713,0.680752,0.782862,0.704151,0.833251,0.347902,0.245969
tsn_Latn->war_Latn,metricx24,0.70675281,0.090924,9,5,1,4,2,3,7,8,6,0.051161,0.316994,0.706753,0.504883,0.615829,0.585505,0.206152,0.200921,0.214087
tsn_Latn->wol_Latn,qwen3-4b-instruct-2507,0.320841215,0.008286,9,7,4,8,1,6,2,5,3,0.062577,0.119139,0.207722,0.099925,0.320841,0.147894,0.312555,0.172247,0.219253
tsn_Latn->xho_Latn,shaomutan_remedy-9b-22,0.736319211,0.073153,9,4,2,6,3,5,1,7,8,0.058491,0.386899,0.663166,0.26887,0.402698,0.332563,0.736319,0.259996,0.22588
tsn_Latn->ydd_Hebr,metricx24,0.724778955,0.293878,9,5,1,3,2,4,8,6,7,0.127553,0.300468,0.724779,0.429632,0.430901,0.409836,0.172178,0.285696,0.205013
tsn_Latn->yor_Latn,shaomutan_remedy-9b-22,0.580618507,0.124199,9,4,2,8,3,5,1,6,7,0.085658,0.259985,0.456419,0.175839,0.368845,0.246595,0.580619,0.229973,0.219234
tsn_Latn->yue_Hant,qwen3-4b-instruct-2507,0.837536088,0.036864,9,5,4,2,1,3,6,7,8,0.038813,0.662802,0.781729,0.800672,0.837536,0.797048,0.502727,0.360351,0.233563
tsn_Latn->zho_Hans,qwen3-4b-instruct-2507,0.844932802,0.038341,9,5,2,4,1,3,6,7,8,0.042809,0.654355,0.806592,0.782852,0.844933,0.784385,0.560574,0.372835,0.239771
tsn_Latn->zho_Hant,qwen3-4b-instruct-2507,0.849447486,0.005883,9,6,5,4,1,3,2,7,8,0.034052,0.634684,0.783525,0.805799,0.849447,0.809676,0.843564,0.364621,0.230634
tsn_Latn->zsm_Latn,metricx24,0.778669054,0.0506,9,6,1,5,2,3,4,7,8,0.121959,0.32996,0.778669,0.597222,0.728069,0.685455,0.653977,0.301203,0.236295
tsn_Latn->zul_Latn,shaomutan_remedy-9b-22,0.777160969,0.078747,9,4,2,6,3,5,1,7,8,0.053382,0.415197,0.698414,0.285754,0.417183,0.354818,0.777161,0.268602,0.223469
tso_Latn->ace_Arab,metricx24,0.433142936,0.110669,4,9,1,7,2,6,8,5,3,0.190304,0.05993,0.433143,0.124933,0.322474,0.16008,0.113005,0.181932,0.214717
tso_Latn->ace_Latn,metricx24,0.526291518,0.187063,9,6,1,4,2,5,8,7,3,0.094942,0.19329,0.526292,0.233225,0.339228,0.221279,0.165238,0.189218,0.233993
tso_Latn->acm_Arab,qwen3-4b-instruct-2507,0.68964659,0.030857,9,5,2,3,1,4,7,6,8,0.182112,0.46557,0.65879,0.643614,0.689647,0.64119,0.252417,0.325261,0.233562
tso_Latn->acq_Arab,qwen3-4b-instruct-2507,0.690253858,0.02221,9,5,2,4,1,3,7,6,8,0.187219,0.459189,0.668044,0.623375,0.690254,0.658099,0.263021,0.336606,0.235852
tso_Latn->aeb_Arab,qwen3-4b-instruct-2507,0.594932802,0.012032,9,5,2,3,1,4,8,6,7,0.178656,0.443206,0.582901,0.561424,0.594933,0.50656,0.218298,0.262311,0.224417
tso_Latn->afr_Latn,shaomutan_remedy-9b-22,0.795248136,0.043741,9,6,2,5,4,3,1,7,8,0.083886,0.433111,0.751507,0.571205,0.668253,0.713902,0.795248,0.359345,0.241135
tso_Latn->ajp_Arab,qwen3-4b-instruct-2507,0.688357392,0.052938,9,5,2,4,1,3,8,6,7,0.143928,0.541284,0.635419,0.601518,0.688357,0.606471,0.230668,0.311323,0.234684
tso_Latn->aka_Latn,shaomutan_remedy-9b-22,0.550588073,0.156289,9,4,2,8,3,5,1,6,7,0.090521,0.296391,0.394299,0.196381,0.346829,0.294988,0.550588,0.249133,0.214588
tso_Latn->als_Latn,qwen3-8b,0.715196615,0.076593,9,5,2,4,3,1,7,6,8,0.134907,0.372683,0.638604,0.5433,0.616999,0.715197,0.315617,0.358318,0.224628
tso_Latn->amh_Ethi,shaomutan_remedy-9b-22,0.781627513,0.131777,9,4,2,7,3,5,1,6,8,0.081298,0.449647,0.64985,0.336909,0.450343,0.426665,0.781628,0.39377,0.254119
tso_Latn->apc_Arab,qwen3-4b-instruct-2507,0.676102539,0.041776,9,5,2,4,1,3,8,6,7,0.185583,0.538014,0.634327,0.613504,0.676103,0.614694,0.226399,0.302947,0.229608
tso_Latn->arb_Arab,qwen3-4b-instruct-2507,0.727267297,0.016565,9,5,2,4,1,3,7,6,8,0.185984,0.67777,0.710702,0.68324,0.727267,0.700095,0.32045,0.359746,0.24146
tso_Latn->arb_Latn,shaomutan_remedy-9b-22,0.426733474,0.041154,9,5,3,4,2,6,1,8,7,0.043015,0.26001,0.364514,0.302339,0.38558,0.255844,0.426733,0.181856,0.210509
tso_Latn->ars_Arab,qwen3-4b-instruct-2507,0.722891986,0.028956,9,5,2,4,1,3,7,6,8,0.165549,0.51327,0.693936,0.651125,0.722892,0.678422,0.292209,0.353807,0.235828
tso_Latn->ary_Arab,qwen3-4b-instruct-2507,0.580194126,0.022903,9,4,2,3,1,5,8,6,7,0.155234,0.522663,0.557292,0.527237,0.580194,0.483335,0.193499,0.220497,0.21369
tso_Latn->arz_Arab,qwen3-4b-instruct-2507,0.715057242,0.059298,9,5,3,4,1,2,7,6,8,0.181822,0.611847,0.643327,0.613474,0.715057,0.655759,0.230517,0.312309,0.229602
tso_Latn->asm_Beng,shaomutan_remedy-9b-22,0.711530423,0.050475,9,5,4,6,2,3,1,7,8,0.117208,0.584913,0.632646,0.576222,0.661055,0.640632,0.71153,0.328437,0.217011
tso_Latn->ast_Latn,qwen3-4b-instruct-2507,0.687849676,0.031663,9,5,3,4,1,2,6,8,7,0.168597,0.500941,0.560283,0.54111,0.68785,0.656187,0.298204,0.214231,0.216983
tso_Latn->awa_Deva,metricx24,0.614615356,0.034441,6,5,1,4,2,3,9,8,7,0.229145,0.270284,0.614615,0.495142,0.580174,0.517108,0.161966,0.167797,0.21845
tso_Latn->ayr_Latn,qwen3-4b-instruct-2507,0.264444998,0.03973,6,5,3,9,1,7,8,4,2,0.174441,0.175724,0.192158,0.108357,0.264445,0.159273,0.122243,0.176959,0.224715
tso_Latn->azb_Arab,metricx24,0.465881058,0.203387,9,8,1,3,2,5,7,6,4,0.068244,0.085057,0.465881,0.228298,0.262494,0.199423,0.141818,0.16898,0.21198
tso_Latn->azj_Latn,qwen3-8b,0.67763564,0.073743,9,7,4,3,2,1,5,6,8,0.084957,0.337068,0.559912,0.564749,0.603892,0.677636,0.372782,0.369569,0.218504
tso_Latn->bak_Cyrl,shaomutan_remedy-9b-22,0.738724145,0.109267,9,2,5,3,6,4,1,8,7,0.118968,0.629457,0.560836,0.582887,0.556406,0.582265,0.738724,0.179141,0.211892
tso_Latn->bam_Latn,m-prometheus-7b,0.441010453,0.067664,9,1,4,8,3,6,2,5,7,0.091563,0.44101,0.303155,0.167252,0.364724,0.233474,0.373346,0.266752,0.224172
tso_Latn->ban_Latn,metricx24,0.571224761,0.105152,9,2,1,5,4,3,6,8,7,0.070976,0.466073,0.571225,0.424599,0.458925,0.461269,0.23474,0.204049,0.227166
tso_Latn->bel_Cyrl,shaomutan_remedy-9b-22,0.81789479,0.060443,9,4,5,6,3,2,1,7,8,0.196873,0.696366,0.650391,0.6177,0.743519,0.757451,0.817895,0.350061,0.21811
tso_Latn->bem_Latn,metricx24,0.472785959,0.020994,9,2,1,7,3,4,6,8,5,0.096733,0.451792,0.472786,0.212305,0.376406,0.270921,0.214764,0.178891,0.226342
tso_Latn->ben_Beng,shaomutan_remedy-9b-22,0.750384769,0.037821,9,6,2,5,3,4,1,7,8,0.128787,0.522165,0.712564,0.623479,0.684759,0.669029,0.750385,0.331961,0.243489
tso_Latn->bho_Deva,metricx24,0.597787567,0.054418,9,5,1,4,3,2,7,8,6,0.102723,0.313415,0.597788,0.490846,0.539114,0.54337,0.165542,0.117583,0.211539
tso_Latn->bjn_Arab,metricx24,0.440548081,0.066974,3,5,1,6,2,4,9,8,7,0.265533,0.233753,0.440548,0.222454,0.373574,0.252917,0.122699,0.194827,0.212056
tso_Latn->bjn_Latn,qwen3-4b-instruct-2507,0.508397213,0.020812,9,5,2,4,1,3,8,7,6,0.084648,0.332549,0.487585,0.472021,0.508397,0.481185,0.208179,0.212416,0.225827
tso_Latn->bod_Tibt,metricx24,0.487953326,0.242665,9,8,1,7,5,4,6,2,3,0.021455,0.124425,0.487953,0.126332,0.19771,0.202434,0.133394,0.245288,0.231447
tso_Latn->bos_Latn,shaomutan_remedy-9b-22,0.799577534,0.009637,9,6,2,5,4,3,1,7,8,0.127105,0.450662,0.78994,0.613992,0.693494,0.726829,0.799578,0.367826,0.2259
tso_Latn->bug_Latn,qwen3-4b-instruct-2507,0.352553509,0.039988,4,7,2,8,1,6,9,5,3,0.212307,0.180289,0.312566,0.167904,0.352554,0.20003,0.162031,0.207636,0.229808
tso_Latn->bul_Cyrl,shaomutan_remedy-9b-22,0.851030763,0.086103,9,6,4,5,2,3,1,7,8,0.211702,0.636944,0.712519,0.667855,0.764928,0.749194,0.851031,0.324491,0.240066
tso_Latn->cat_Latn,shaomutan_remedy-9b-22,0.80570012,0.040578,8,6,4,5,2,3,1,7,9,0.25137,0.566625,0.696506,0.613101,0.765122,0.76003,0.8057,0.348619,0.233343
tso_Latn->ceb_Latn,metricx24,0.680064492,0.01104,9,5,1,4,2,3,6,8,7,0.077598,0.460707,0.680064,0.536466,0.669024,0.651215,0.275887,0.205662,0.215733
tso_Latn->ces_Latn,shaomutan_remedy-9b-22,0.821635697,0.070132,9,6,5,4,3,2,1,7,8,0.153964,0.59438,0.601232,0.622987,0.711299,0.751503,0.821636,0.329268,0.226089
tso_Latn->cjk_Latn,qwen3-4b-instruct-2507,0.31172225,0.086409,9,5,3,8,1,6,7,4,2,0.065927,0.179219,0.224117,0.114415,0.311722,0.156874,0.153338,0.20148,0.225313
tso_Latn->ckb_Arab,metricx24,0.658397587,0.232967,5,3,1,6,2,4,9,7,8,0.328903,0.417506,0.658398,0.323136,0.425431,0.381926,0.181685,0.222139,0.212471
tso_Latn->crh_Latn,shaomutan_remedy-9b-22,0.640714156,0.144139,9,5,6,4,3,2,1,8,7,0.04904,0.435246,0.357656,0.454873,0.495431,0.496575,0.640714,0.197412,0.208386
tso_Latn->cym_Latn,shaomutan_remedy-9b-22,0.703791521,0.106045,9,5,2,6,3,4,1,7,8,0.18135,0.452454,0.597746,0.412434,0.528785,0.497745,0.703792,0.341606,0.229815
tso_Latn->dan_Latn,shaomutan_remedy-9b-22,0.810345816,0.053253,9,6,3,5,4,2,1,7,8,0.154844,0.55005,0.73635,0.600204,0.707885,0.757093,0.810346,0.352718,0.241302
tso_Latn->deu_Latn,metricx24,0.833025167,0.004021,9,6,1,5,4,3,2,7,8,0.065701,0.632325,0.833025,0.657889,0.720826,0.762544,0.829004,0.371929,0.264249
tso_Latn->dik_Latn,qwen3-4b-instruct-2507,0.342867098,0.120534,9,3,6,8,1,5,7,4,2,0.07251,0.196043,0.190171,0.115346,0.342867,0.190826,0.136263,0.193979,0.222333
tso_Latn->dyu_Latn,qwen3-4b-instruct-2507,0.294619214,0.072701,9,7,4,8,1,6,5,3,2,0.051812,0.130617,0.184942,0.107979,0.294619,0.140856,0.158344,0.201104,0.221918
tso_Latn->dzo_Tibt,metricx24,0.416312508,0.057935,9,8,1,7,6,5,2,3,4,0.007849,0.082031,0.416313,0.106292,0.146969,0.153644,0.358377,0.21762,0.213082
tso_Latn->ell_Grek,shaomutan_remedy-9b-22,0.834223543,0.104418,9,6,3,5,4,2,1,7,8,0.218744,0.562897,0.716936,0.661568,0.707561,0.729806,0.834224,0.375514,0.254029
tso_Latn->eng_Latn,qwen3-4b-instruct-2507,0.848446989,0.017471,9,6,5,4,1,2,3,7,8,0.082259,0.699821,0.712475,0.791419,0.848447,0.830976,0.815941,0.361002,0.257695
tso_Latn->epo_Latn,shaomutan_remedy-9b-22,0.717386966,0.032069,9,8,2,5,3,4,1,6,7,0.134947,0.20214,0.685318,0.439258,0.680279,0.624161,0.717387,0.372258,0.231725
tso_Latn->est_Latn,shaomutan_remedy-9b-22,0.782796858,0.086132,9,5,6,4,3,2,1,7,8,0.102274,0.519029,0.509444,0.528248,0.555112,0.696665,0.782797,0.332292,0.224569
tso_Latn->eus_Latn,shaomutan_remedy-9b-22,0.751839937,0.126917,9,6,2,5,4,3,1,7,8,0.131284,0.500463,0.624923,0.513748,0.525341,0.603221,0.75184,0.367474,0.242355
tso_Latn->ewe_Latn,shaomutan_remedy-9b-22,0.366312663,0.056655,9,6,2,8,3,7,1,4,5,0.062482,0.177437,0.309658,0.130926,0.298726,0.165799,0.366313,0.234092,0.219413
tso_Latn->fao_Latn,shaomutan_remedy-9b-22,0.665505331,0.109418,9,2,3,6,5,4,1,8,7,0.07765,0.556088,0.555303,0.43563,0.470916,0.507417,0.665505,0.208834,0.214041
tso_Latn->fij_Latn,shaomutan_remedy-9b-22,0.612130732,0.13401,9,8,2,7,3,5,1,4,6,0.077514,0.163574,0.478121,0.181414,0.300742,0.24339,0.612131,0.256409,0.222516
tso_Latn->fin_Latn,shaomutan_remedy-9b-22,0.85092061,0.141155,9,6,3,5,4,2,1,7,8,0.130459,0.482952,0.595334,0.558034,0.583619,0.709766,0.850921,0.381619,0.233203
tso_Latn->fon_Latn,qwen3-4b-instruct-2507,0.340781483,0.047496,9,2,6,8,1,4,7,3,5,0.073384,0.293285,0.187632,0.151663,0.340781,0.207631,0.154258,0.229803,0.205911
tso_Latn->fra_Latn,shaomutan_remedy-9b-22,0.859862309,0.052172,9,6,4,5,3,2,1,7,8,0.172495,0.579353,0.729076,0.67548,0.767611,0.80769,0.859862,0.322755,0.230627
tso_Latn->fur_Latn,metricx24,0.564533289,0.015892,9,5,1,4,2,3,7,8,6,0.048961,0.44455,0.564533,0.453942,0.548641,0.515734,0.208345,0.107216,0.208699
tso_Latn->fuv_Latn,qwen3-4b-instruct-2507,0.315296167,0.093112,9,8,3,7,1,5,6,4,2,0.092977,0.104555,0.214253,0.117232,0.315296,0.16892,0.143241,0.202618,0.222184
tso_Latn->gaz_Latn,metricx24,0.400577792,0.049323,9,6,1,7,2,4,8,3,5,0.069881,0.231239,0.400578,0.221692,0.351254,0.302011,0.168441,0.312938,0.231378
tso_Latn->gla_Latn,metricx24,0.605790242,0.03133,9,3,1,7,4,6,2,5,8,0.164411,0.357123,0.60579,0.236172,0.356436,0.252698,0.57446,0.329503,0.229505
tso_Latn->gle_Latn,shaomutan_remedy-9b-22,0.622577176,0.038234,9,3,2,6,4,5,1,7,8,0.169478,0.538482,0.584343,0.370742,0.436536,0.39566,0.622577,0.351319,0.235408
tso_Latn->glg_Latn,qwen3-4b-instruct-2507,0.783384769,0.015918,9,5,4,6,1,2,3,7,8,0.160059,0.6577,0.695246,0.620314,0.783385,0.767466,0.752182,0.360465,0.237528
tso_Latn->grn_Latn,shaomutan_remedy-9b-22,0.653434701,0.294828,9,4,5,6,2,3,1,8,7,0.197599,0.309184,0.298299,0.263962,0.358606,0.321095,0.653435,0.202886,0.225527
tso_Latn->guj_Gujr,shaomutan_remedy-9b-22,0.78384126,0.065494,9,6,4,5,2,3,1,7,8,0.100069,0.473962,0.639297,0.610264,0.718347,0.696794,0.783841,0.244452,0.243343
tso_Latn->hat_Latn,shaomutan_remedy-9b-22,0.669966057,0.071458,9,7,2,5,3,4,1,8,6,0.039935,0.197939,0.598508,0.268298,0.447909,0.381986,0.669966,0.165364,0.219855
tso_Latn->hau_Latn,shaomutan_remedy-9b-22,0.714463079,0.056536,9,6,2,8,3,5,1,4,7,0.107334,0.280652,0.657927,0.192479,0.362962,0.289562,0.714463,0.305924,0.224308
tso_Latn->heb_Hebr,shaomutan_remedy-9b-22,0.800522181,0.079892,9,3,2,6,5,4,1,7,8,0.152198,0.715316,0.72063,0.655769,0.70455,0.711309,0.800522,0.341798,0.250002
tso_Latn->hin_Deva,shaomutan_remedy-9b-22,0.775700411,0.088939,9,6,2,5,3,4,1,7,8,0.147499,0.572902,0.686762,0.603544,0.669876,0.660055,0.7757,0.236669,0.232262
tso_Latn->hne_Deva,metricx24,0.589596457,0.029084,6,7,1,4,2,3,9,8,5,0.207896,0.201304,0.589596,0.447959,0.560513,0.455192,0.140411,0.140593,0.212616
tso_Latn->hrv_Latn,shaomutan_remedy-9b-22,0.818430773,0.035735,9,6,2,5,4,3,1,7,8,0.126281,0.522967,0.782696,0.607909,0.699343,0.726287,0.818431,0.365738,0.228238
tso_Latn->hun_Latn,shaomutan_remedy-9b-22,0.853679463,0.107612,9,6,4,5,3,2,1,7,8,0.182533,0.537133,0.628636,0.615192,0.670692,0.746068,0.853679,0.358642,0.236552
tso_Latn->hye_Armn,shaomutan_remedy-9b-22,0.813959345,0.079927,9,4,6,3,5,2,1,7,8,0.149129,0.660672,0.65254,0.673713,0.652598,0.734032,0.813959,0.384492,0.275606
tso_Latn->ibo_Latn,shaomutan_remedy-9b-22,0.639376879,0.128262,9,4,2,7,3,5,1,6,8,0.217671,0.369318,0.511115,0.234943,0.377242,0.312927,0.639377,0.264634,0.220049
tso_Latn->ilo_Latn,metricx24,0.594593765,0.050716,9,7,1,4,2,3,8,6,5,0.059732,0.191762,0.594594,0.333753,0.543878,0.491618,0.187785,0.212027,0.22276
tso_Latn->ind_Latn,shaomutan_remedy-9b-22,0.799725386,0.04979,9,6,4,5,2,3,1,7,8,0.152748,0.633046,0.734166,0.652106,0.749935,0.734893,0.799725,0.3297,0.250858
tso_Latn->isl_Latn,shaomutan_remedy-9b-22,0.767122516,0.165042,9,5,2,6,4,3,1,7,8,0.117985,0.502056,0.60208,0.485545,0.525361,0.559851,0.767123,0.377462,0.233233
tso_Latn->ita_Latn,shaomutan_remedy-9b-22,0.824650665,0.016413,9,6,4,5,3,2,1,7,8,0.171454,0.645296,0.759506,0.666799,0.805898,0.808238,0.824651,0.365433,0.243478
tso_Latn->jav_Latn,shaomutan_remedy-9b-22,0.700364163,0.070545,9,3,2,6,5,4,1,7,8,0.099788,0.608004,0.629819,0.500443,0.540363,0.553196,0.700364,0.316419,0.229876
tso_Latn->jpn_Jpan,shaomutan_remedy-9b-22,0.843570977,0.066916,9,6,5,4,3,2,1,7,8,0.056864,0.556262,0.656588,0.698556,0.757825,0.776655,0.843571,0.443408,0.243956
tso_Latn->kab_Latn,m-prometheus-7b,0.395848681,0.086257,9,1,3,8,2,5,7,6,4,0.038371,0.395849,0.306666,0.13664,0.309592,0.211598,0.154546,0.17938,0.216355
tso_Latn->kac_Latn,metricx24,0.421934637,0.144632,9,8,1,6,2,5,7,4,3,0.069029,0.069487,0.421935,0.127596,0.277302,0.160816,0.110074,0.178187,0.221951
tso_Latn->kam_Latn,m-prometheus-7b,0.441687407,0.086386,9,1,3,8,2,4,7,6,5,0.173793,0.441687,0.291264,0.177093,0.355301,0.235938,0.203175,0.203535,0.230912
